itemName,trialNr,submission_id,targetOption,answerType,response,categorized_response,by_trial_nr
sugar-baking,5,3903,itemQuestion,mostSimilar,0,itemQuestion,384
candy-halloween,1,3905,itemQuestion,itemQuestion,99,itemQuestion,385
candy-halloween,1,3905,itemQuestion,competitor,50,itemQuestion,385
candy-halloween,1,3905,itemQuestion,sameCategory,9,itemQuestion,385
candy-halloween,1,3905,itemQuestion,otherCategory,13,itemQuestion,385
candy-halloween,1,3905,itemQuestion,mostSimilar,33,itemQuestion,385
towel-hair,3,3905,itemQuestion,itemQuestion,99,itemQuestion,386
towel-hair,3,3905,itemQuestion,competitor,49,itemQuestion,386
towel-hair,3,3905,itemQuestion,sameCategory,1,itemQuestion,386
towel-hair,3,3905,itemQuestion,otherCategory,23,itemQuestion,386
towel-hair,3,3905,itemQuestion,mostSimilar,39,itemQuestion,386
box-muffins,4,3905,itemQuestion,itemQuestion,99,itemQuestion,387
box-muffins,4,3905,itemQuestion,competitor,98,itemQuestion,387
box-muffins,4,3905,itemQuestion,sameCategory,33,itemQuestion,387
box-muffins,4,3905,itemQuestion,otherCategory,19,itemQuestion,387
box-muffins,4,3905,itemQuestion,mostSimilar,47,itemQuestion,387
umbrella-summer,5,3905,itemQuestion,itemQuestion,98,itemQuestion,388
umbrella-summer,5,3905,itemQuestion,competitor,38,itemQuestion,388
umbrella-summer,5,3905,itemQuestion,sameCategory,1,itemQuestion,388
umbrella-summer,5,3905,itemQuestion,otherCategory,11,itemQuestion,388
umbrella-summer,5,3905,itemQuestion,mostSimilar,14,itemQuestion,388
handkerchief-sauce,1,3908,itemQuestion,itemQuestion,100,itemQuestion,389
handkerchief-sauce,1,3908,itemQuestion,competitor,100,itemQuestion,389
handkerchief-sauce,1,3908,itemQuestion,sameCategory,7,itemQuestion,389
handkerchief-sauce,1,3908,itemQuestion,otherCategory,0,itemQuestion,389
handkerchief-sauce,1,3908,itemQuestion,mostSimilar,93,itemQuestion,389
candy-dessert,2,3908,itemQuestion,itemQuestion,100,itemQuestion,390
candy-dessert,2,3908,itemQuestion,competitor,76,itemQuestion,390
candy-dessert,2,3908,itemQuestion,sameCategory,31,itemQuestion,390
candy-dessert,2,3908,itemQuestion,otherCategory,53,itemQuestion,390
candy-dessert,2,3908,itemQuestion,mostSimilar,90,itemQuestion,390
box-bbq,4,3908,itemQuestion,itemQuestion,100,itemQuestion,391
box-bbq,4,3908,itemQuestion,competitor,56,itemQuestion,391
box-bbq,4,3908,itemQuestion,sameCategory,90,itemQuestion,391
box-bbq,4,3908,itemQuestion,otherCategory,56,itemQuestion,391
box-bbq,4,3908,itemQuestion,mostSimilar,83,itemQuestion,391
towel-clothes,5,3908,itemQuestion,itemQuestion,97,itemQuestion,392
towel-clothes,5,3908,itemQuestion,competitor,79,itemQuestion,392
towel-clothes,5,3908,itemQuestion,sameCategory,74,itemQuestion,392
towel-clothes,5,3908,itemQuestion,otherCategory,62,itemQuestion,392
towel-clothes,5,3908,itemQuestion,mostSimilar,34,itemQuestion,392
sweatpants-spill,2,3893,itemQuestion,itemQuestion,100,itemQuestion,393
sweatpants-spill,2,3893,itemQuestion,competitor,62,itemQuestion,393
sweatpants-spill,2,3893,itemQuestion,sameCategory,37,itemQuestion,393
sweatpants-spill,2,3893,itemQuestion,otherCategory,43,itemQuestion,393
sweatpants-spill,2,3893,itemQuestion,mostSimilar,12,itemQuestion,393
umbrella-rain,3,3893,itemQuestion,itemQuestion,99,itemQuestion,394
umbrella-rain,3,3893,itemQuestion,competitor,77,itemQuestion,394
umbrella-rain,3,3893,itemQuestion,sameCategory,0,itemQuestion,394
umbrella-rain,3,3893,itemQuestion,otherCategory,0,itemQuestion,394
umbrella-rain,3,3893,itemQuestion,mostSimilar,1,itemQuestion,394
broom-snow,4,3893,itemQuestion,itemQuestion,99,itemQuestion,395
broom-snow,4,3893,itemQuestion,competitor,81,itemQuestion,395
broom-snow,4,3893,itemQuestion,sameCategory,1,itemQuestion,395
broom-snow,4,3893,itemQuestion,otherCategory,14,itemQuestion,395
broom-snow,4,3893,itemQuestion,mostSimilar,32,itemQuestion,395
box-bbq,5,3893,itemQuestion,itemQuestion,99,itemQuestion,396
box-bbq,5,3893,itemQuestion,competitor,22,itemQuestion,396
box-bbq,5,3893,itemQuestion,sameCategory,93,itemQuestion,396
box-bbq,5,3893,itemQuestion,otherCategory,8,itemQuestion,396
box-bbq,5,3893,itemQuestion,mostSimilar,14,itemQuestion,396
postit-reading,2,3895,itemQuestion,itemQuestion,99,itemQuestion,397
postit-reading,2,3895,itemQuestion,competitor,92,itemQuestion,397
postit-reading,2,3895,itemQuestion,sameCategory,10,itemQuestion,397
postit-reading,2,3895,itemQuestion,otherCategory,1,itemQuestion,397
postit-reading,2,3895,itemQuestion,mostSimilar,64,itemQuestion,397
sugar-baking,3,3895,itemQuestion,itemQuestion,99,itemQuestion,398
sugar-baking,3,3895,itemQuestion,competitor,49,itemQuestion,398
sugar-baking,3,3895,itemQuestion,sameCategory,59,itemQuestion,398
sugar-baking,3,3895,itemQuestion,otherCategory,1,itemQuestion,398
sugar-baking,3,3895,itemQuestion,mostSimilar,20,itemQuestion,398
towel-clothes,4,3895,itemQuestion,itemQuestion,99,itemQuestion,399
towel-clothes,4,3895,itemQuestion,competitor,76,itemQuestion,399
towel-clothes,4,3895,itemQuestion,sameCategory,78,itemQuestion,399
towel-clothes,4,3895,itemQuestion,otherCategory,51,itemQuestion,399
towel-clothes,4,3895,itemQuestion,mostSimilar,53,itemQuestion,399
box-bbq,5,3895,itemQuestion,itemQuestion,95,itemQuestion,400
box-bbq,5,3895,itemQuestion,competitor,78,itemQuestion,400
box-bbq,5,3895,itemQuestion,sameCategory,65,itemQuestion,400
box-bbq,5,3895,itemQuestion,otherCategory,54,itemQuestion,400
box-bbq,5,3895,itemQuestion,mostSimilar,52,itemQuestion,400
candy-dessert,2,3896,itemQuestion,itemQuestion,100,itemQuestion,401
candy-dessert,2,3896,itemQuestion,competitor,93,itemQuestion,401
candy-dessert,2,3896,itemQuestion,sameCategory,10,itemQuestion,401
candy-dessert,2,3896,itemQuestion,otherCategory,28,itemQuestion,401
candy-dessert,2,3896,itemQuestion,mostSimilar,97,itemQuestion,401
towel-clothes,3,3896,itemQuestion,itemQuestion,95,itemQuestion,402
towel-clothes,3,3896,itemQuestion,competitor,87,itemQuestion,402
towel-clothes,3,3896,itemQuestion,sameCategory,85,itemQuestion,402
towel-clothes,3,3896,itemQuestion,otherCategory,49,itemQuestion,402
towel-clothes,3,3896,itemQuestion,mostSimilar,88,itemQuestion,402
sweatpants-spill,4,3896,itemQuestion,itemQuestion,100,itemQuestion,403
sweatpants-spill,4,3896,itemQuestion,competitor,18,itemQuestion,403
sweatpants-spill,4,3896,itemQuestion,sameCategory,0,itemQuestion,403
sweatpants-spill,4,3896,itemQuestion,otherCategory,25,itemQuestion,403
sweatpants-spill,4,3896,itemQuestion,mostSimilar,25,itemQuestion,403
umbrella-rain,5,3896,itemQuestion,itemQuestion,100,itemQuestion,404
umbrella-rain,5,3896,itemQuestion,competitor,84,itemQuestion,404
umbrella-rain,5,3896,itemQuestion,sameCategory,0,itemQuestion,404
umbrella-rain,5,3896,itemQuestion,otherCategory,0,itemQuestion,404
umbrella-rain,5,3896,itemQuestion,mostSimilar,42,itemQuestion,404
pot-jam,1,3900,itemQuestion,itemQuestion,100,itemQuestion,405
pot-jam,1,3900,itemQuestion,competitor,24,itemQuestion,405
pot-jam,1,3900,itemQuestion,sameCategory,0,itemQuestion,405
pot-jam,1,3900,itemQuestion,otherCategory,0,itemQuestion,405
pot-jam,1,3900,itemQuestion,mostSimilar,44,itemQuestion,405
bottle-water,2,3900,itemQuestion,itemQuestion,100,itemQuestion,406
bottle-water,2,3900,itemQuestion,competitor,75,itemQuestion,406
bottle-water,2,3900,itemQuestion,sameCategory,1,itemQuestion,406
bottle-water,2,3900,itemQuestion,otherCategory,0,itemQuestion,406
bottle-water,2,3900,itemQuestion,mostSimilar,8,itemQuestion,406
towel-clothes,3,3900,itemQuestion,itemQuestion,100,itemQuestion,407
towel-clothes,3,3900,itemQuestion,competitor,38,itemQuestion,407
towel-clothes,3,3900,itemQuestion,sameCategory,57,itemQuestion,407
towel-clothes,3,3900,itemQuestion,otherCategory,56,itemQuestion,407
towel-clothes,3,3900,itemQuestion,mostSimilar,60,itemQuestion,407
umbrella-rain,4,3900,itemQuestion,itemQuestion,100,itemQuestion,408
umbrella-rain,4,3900,itemQuestion,competitor,99,itemQuestion,408
umbrella-rain,4,3900,itemQuestion,sameCategory,0,itemQuestion,408
umbrella-rain,4,3900,itemQuestion,otherCategory,0,itemQuestion,408
umbrella-rain,4,3900,itemQuestion,mostSimilar,22,itemQuestion,408
sweatpants-sleepover,1,3901,itemQuestion,itemQuestion,98,itemQuestion,409
sweatpants-sleepover,1,3901,itemQuestion,competitor,89,itemQuestion,409
sweatpants-sleepover,1,3901,itemQuestion,sameCategory,84,itemQuestion,409
sweatpants-sleepover,1,3901,itemQuestion,otherCategory,23,itemQuestion,409
sweatpants-sleepover,1,3901,itemQuestion,mostSimilar,82,itemQuestion,409
umbrella-summer,2,3901,itemQuestion,itemQuestion,100,itemQuestion,410
umbrella-summer,2,3901,itemQuestion,competitor,0,itemQuestion,410
umbrella-summer,2,3901,itemQuestion,sameCategory,98,itemQuestion,410
umbrella-summer,2,3901,itemQuestion,otherCategory,7,itemQuestion,410
umbrella-summer,2,3901,itemQuestion,mostSimilar,39,itemQuestion,410
candy-halloween,3,3901,itemQuestion,itemQuestion,100,itemQuestion,411
candy-halloween,3,3901,itemQuestion,competitor,72,itemQuestion,411
candy-halloween,3,3901,itemQuestion,sameCategory,80,itemQuestion,411
candy-halloween,3,3901,itemQuestion,otherCategory,64,itemQuestion,411
candy-halloween,3,3901,itemQuestion,mostSimilar,89,itemQuestion,411
blanket-sleepover,5,3901,itemQuestion,itemQuestion,100,itemQuestion,412
blanket-sleepover,5,3901,itemQuestion,competitor,92,itemQuestion,412
blanket-sleepover,5,3901,itemQuestion,sameCategory,0,itemQuestion,412
blanket-sleepover,5,3901,itemQuestion,otherCategory,6,itemQuestion,412
blanket-sleepover,5,3901,itemQuestion,mostSimilar,29,itemQuestion,412
pot-jam,1,3904,itemQuestion,itemQuestion,100,itemQuestion,413
pot-jam,1,3904,itemQuestion,competitor,50,itemQuestion,413
pot-jam,1,3904,itemQuestion,sameCategory,21,itemQuestion,413
pot-jam,1,3904,itemQuestion,otherCategory,0,itemQuestion,413
pot-jam,1,3904,itemQuestion,mostSimilar,63,itemQuestion,413
sweatpants-spill,2,3904,itemQuestion,itemQuestion,100,itemQuestion,414
sweatpants-spill,2,3904,itemQuestion,competitor,77,itemQuestion,414
sweatpants-spill,2,3904,itemQuestion,sameCategory,48,itemQuestion,414
sweatpants-spill,2,3904,itemQuestion,otherCategory,39,itemQuestion,414
sweatpants-spill,2,3904,itemQuestion,mostSimilar,51,itemQuestion,414
handkerchief-sauce,4,3904,itemQuestion,itemQuestion,100,itemQuestion,415
handkerchief-sauce,4,3904,itemQuestion,competitor,70,itemQuestion,415
handkerchief-sauce,4,3904,itemQuestion,sameCategory,0,itemQuestion,415
handkerchief-sauce,4,3904,itemQuestion,otherCategory,0,itemQuestion,415
handkerchief-sauce,4,3904,itemQuestion,mostSimilar,75,itemQuestion,415
postit-reading,5,3904,itemQuestion,itemQuestion,100,itemQuestion,416
postit-reading,5,3904,itemQuestion,competitor,49,itemQuestion,416
postit-reading,5,3904,itemQuestion,sameCategory,1,itemQuestion,416
postit-reading,5,3904,itemQuestion,otherCategory,0,itemQuestion,416
postit-reading,5,3904,itemQuestion,mostSimilar,91,itemQuestion,416
box-bbq,1,3909,itemQuestion,itemQuestion,100,itemQuestion,417
box-bbq,1,3909,itemQuestion,competitor,75,itemQuestion,417
box-bbq,1,3909,itemQuestion,sameCategory,75,itemQuestion,417
box-bbq,1,3909,itemQuestion,otherCategory,1,itemQuestion,417
box-bbq,1,3909,itemQuestion,mostSimilar,83,itemQuestion,417
blanket-transportation,2,3909,itemQuestion,itemQuestion,100,itemQuestion,418
blanket-transportation,2,3909,itemQuestion,competitor,100,itemQuestion,418
blanket-transportation,2,3909,itemQuestion,sameCategory,81,itemQuestion,418
blanket-transportation,2,3909,itemQuestion,otherCategory,60,itemQuestion,418
blanket-transportation,2,3909,itemQuestion,mostSimilar,3,itemQuestion,418
handkerchief-sauce,4,3909,itemQuestion,itemQuestion,91,itemQuestion,419
handkerchief-sauce,4,3909,itemQuestion,competitor,100,itemQuestion,419
handkerchief-sauce,4,3909,itemQuestion,sameCategory,0,itemQuestion,419
handkerchief-sauce,4,3909,itemQuestion,otherCategory,0,itemQuestion,419
handkerchief-sauce,4,3909,itemQuestion,mostSimilar,91,itemQuestion,419
candy-dessert,5,3909,itemQuestion,itemQuestion,100,itemQuestion,420
candy-dessert,5,3909,itemQuestion,competitor,70,itemQuestion,420
candy-dessert,5,3909,itemQuestion,sameCategory,31,itemQuestion,420
candy-dessert,5,3909,itemQuestion,otherCategory,30,itemQuestion,420
candy-dessert,5,3909,itemQuestion,mostSimilar,93,itemQuestion,420
sweatpants-spill,1,3911,itemQuestion,itemQuestion,88,itemQuestion,421
sweatpants-spill,1,3911,itemQuestion,competitor,63,itemQuestion,421
sweatpants-spill,1,3911,itemQuestion,sameCategory,19,itemQuestion,421
sweatpants-spill,1,3911,itemQuestion,otherCategory,0,itemQuestion,421
sweatpants-spill,1,3911,itemQuestion,mostSimilar,40,itemQuestion,421
umbrella-rain,2,3911,itemQuestion,itemQuestion,100,itemQuestion,422
umbrella-rain,2,3911,itemQuestion,competitor,78,itemQuestion,422
umbrella-rain,2,3911,itemQuestion,sameCategory,0,itemQuestion,422
umbrella-rain,2,3911,itemQuestion,otherCategory,0,itemQuestion,422
umbrella-rain,2,3911,itemQuestion,mostSimilar,29,itemQuestion,422
bottle-water,4,3911,itemQuestion,itemQuestion,100,itemQuestion,423
bottle-water,4,3911,itemQuestion,competitor,100,itemQuestion,423
bottle-water,4,3911,itemQuestion,sameCategory,17,itemQuestion,423
bottle-water,4,3911,itemQuestion,otherCategory,0,itemQuestion,423
bottle-water,4,3911,itemQuestion,mostSimilar,11,itemQuestion,423
blanket-transportation,5,3911,itemQuestion,itemQuestion,100,itemQuestion,424
blanket-transportation,5,3911,itemQuestion,competitor,100,itemQuestion,424
blanket-transportation,5,3911,itemQuestion,sameCategory,100,itemQuestion,424
blanket-transportation,5,3911,itemQuestion,otherCategory,70,itemQuestion,424
blanket-transportation,5,3911,itemQuestion,mostSimilar,13,itemQuestion,424
towel-clothes,1,3897,itemQuestion,itemQuestion,43,itemQuestion,425
towel-clothes,1,3897,itemQuestion,competitor,33,itemQuestion,425
towel-clothes,1,3897,itemQuestion,sameCategory,85,itemQuestion,425
towel-clothes,1,3897,itemQuestion,otherCategory,35,itemQuestion,425
towel-clothes,1,3897,itemQuestion,mostSimilar,22,itemQuestion,425
handkerchief-sauce,2,3897,itemQuestion,itemQuestion,50,itemQuestion,426
handkerchief-sauce,2,3897,itemQuestion,competitor,87,itemQuestion,426
handkerchief-sauce,2,3897,itemQuestion,sameCategory,6,itemQuestion,426
handkerchief-sauce,2,3897,itemQuestion,otherCategory,0,itemQuestion,426
handkerchief-sauce,2,3897,itemQuestion,mostSimilar,36,itemQuestion,426
sweatpants-spill,3,3897,itemQuestion,itemQuestion,92,itemQuestion,427
sweatpants-spill,3,3897,itemQuestion,competitor,70,itemQuestion,427
sweatpants-spill,3,3897,itemQuestion,sameCategory,18,itemQuestion,427
sweatpants-spill,3,3897,itemQuestion,otherCategory,28,itemQuestion,427
sweatpants-spill,3,3897,itemQuestion,mostSimilar,25,itemQuestion,427
broom-snow,5,3897,itemQuestion,itemQuestion,100,itemQuestion,428
broom-snow,5,3897,itemQuestion,competitor,95,itemQuestion,428
broom-snow,5,3897,itemQuestion,sameCategory,3,itemQuestion,428
broom-snow,5,3897,itemQuestion,otherCategory,0,itemQuestion,428
broom-snow,5,3897,itemQuestion,mostSimilar,48,itemQuestion,428
pot-garden,1,3907,itemQuestion,itemQuestion,99,itemQuestion,429
pot-garden,1,3907,itemQuestion,competitor,39,itemQuestion,429
pot-garden,1,3907,itemQuestion,sameCategory,0,itemQuestion,429
pot-garden,1,3907,itemQuestion,otherCategory,1,itemQuestion,429
pot-garden,1,3907,itemQuestion,mostSimilar,1,itemQuestion,429
umbrella-summer,2,3907,itemQuestion,itemQuestion,99,itemQuestion,430
umbrella-summer,2,3907,itemQuestion,competitor,0,itemQuestion,430
umbrella-summer,2,3907,itemQuestion,sameCategory,67,itemQuestion,430
umbrella-summer,2,3907,itemQuestion,otherCategory,19,itemQuestion,430
umbrella-summer,2,3907,itemQuestion,mostSimilar,34,itemQuestion,430
candy-halloween,4,3907,itemQuestion,itemQuestion,100,itemQuestion,431
candy-halloween,4,3907,itemQuestion,competitor,64,itemQuestion,431
candy-halloween,4,3907,itemQuestion,sameCategory,41,itemQuestion,431
candy-halloween,4,3907,itemQuestion,otherCategory,24,itemQuestion,431
candy-halloween,4,3907,itemQuestion,mostSimilar,60,itemQuestion,431
postit-board,5,3907,itemQuestion,itemQuestion,99,itemQuestion,432
postit-board,5,3907,itemQuestion,competitor,0,itemQuestion,432
postit-board,5,3907,itemQuestion,sameCategory,69,itemQuestion,432
postit-board,5,3907,itemQuestion,otherCategory,0,itemQuestion,432
postit-board,5,3907,itemQuestion,mostSimilar,71,itemQuestion,432
towel-hair,1,3898,itemQuestion,itemQuestion,100,itemQuestion,433
towel-hair,1,3898,itemQuestion,competitor,88,itemQuestion,433
towel-hair,1,3898,itemQuestion,sameCategory,95,itemQuestion,433
towel-hair,1,3898,itemQuestion,otherCategory,1,itemQuestion,433
towel-hair,1,3898,itemQuestion,mostSimilar,1,itemQuestion,433
sugar-coffee,3,3898,itemQuestion,itemQuestion,100,itemQuestion,434
sugar-coffee,3,3898,itemQuestion,competitor,100,itemQuestion,434
sugar-coffee,3,3898,itemQuestion,sameCategory,100,itemQuestion,434
sugar-coffee,3,3898,itemQuestion,otherCategory,0,itemQuestion,434
sugar-coffee,3,3898,itemQuestion,mostSimilar,100,itemQuestion,434
umbrella-summer,4,3898,itemQuestion,itemQuestion,100,itemQuestion,435
umbrella-summer,4,3898,itemQuestion,competitor,62,itemQuestion,435
umbrella-summer,4,3898,itemQuestion,sameCategory,0,itemQuestion,435
umbrella-summer,4,3898,itemQuestion,otherCategory,91,itemQuestion,435
umbrella-summer,4,3898,itemQuestion,mostSimilar,0,itemQuestion,435
candy-halloween,5,3898,itemQuestion,itemQuestion,100,itemQuestion,436
candy-halloween,5,3898,itemQuestion,competitor,28,itemQuestion,436
candy-halloween,5,3898,itemQuestion,sameCategory,60,itemQuestion,436
candy-halloween,5,3898,itemQuestion,otherCategory,42,itemQuestion,436
candy-halloween,5,3898,itemQuestion,mostSimilar,79,itemQuestion,436
towel-hair,1,3899,itemQuestion,itemQuestion,92,itemQuestion,437
towel-hair,1,3899,itemQuestion,competitor,97,itemQuestion,437
towel-hair,1,3899,itemQuestion,sameCategory,80,itemQuestion,437
towel-hair,1,3899,itemQuestion,otherCategory,64,itemQuestion,437
towel-hair,1,3899,itemQuestion,mostSimilar,71,itemQuestion,437
sweatpants-sleepover,3,3899,itemQuestion,itemQuestion,98,itemQuestion,438
sweatpants-sleepover,3,3899,itemQuestion,competitor,98,itemQuestion,438
sweatpants-sleepover,3,3899,itemQuestion,sameCategory,64,itemQuestion,438
sweatpants-sleepover,3,3899,itemQuestion,otherCategory,8,itemQuestion,438
sweatpants-sleepover,3,3899,itemQuestion,mostSimilar,77,itemQuestion,438
candy-halloween,4,3899,itemQuestion,itemQuestion,94,itemQuestion,439
candy-halloween,4,3899,itemQuestion,competitor,90,itemQuestion,439
candy-halloween,4,3899,itemQuestion,sameCategory,70,itemQuestion,439
candy-halloween,4,3899,itemQuestion,otherCategory,38,itemQuestion,439
candy-halloween,4,3899,itemQuestion,mostSimilar,77,itemQuestion,439
box-muffins,5,3899,itemQuestion,itemQuestion,97,itemQuestion,440
box-muffins,5,3899,itemQuestion,competitor,82,itemQuestion,440
box-muffins,5,3899,itemQuestion,sameCategory,64,itemQuestion,440
box-muffins,5,3899,itemQuestion,otherCategory,71,itemQuestion,440
box-muffins,5,3899,itemQuestion,mostSimilar,86,itemQuestion,440
bottle-water,1,3910,itemQuestion,itemQuestion,97,itemQuestion,441
bottle-water,1,3910,itemQuestion,competitor,17,itemQuestion,441
bottle-water,1,3910,itemQuestion,sameCategory,2,itemQuestion,441
bottle-water,1,3910,itemQuestion,otherCategory,1,itemQuestion,441
bottle-water,1,3910,itemQuestion,mostSimilar,14,itemQuestion,441
box-bbq,2,3910,itemQuestion,itemQuestion,89,itemQuestion,442
box-bbq,2,3910,itemQuestion,competitor,72,itemQuestion,442
box-bbq,2,3910,itemQuestion,sameCategory,16,itemQuestion,442
box-bbq,2,3910,itemQuestion,otherCategory,5,itemQuestion,442
box-bbq,2,3910,itemQuestion,mostSimilar,4,itemQuestion,442
pot-jam,4,3910,itemQuestion,itemQuestion,75,itemQuestion,443
pot-jam,4,3910,itemQuestion,competitor,62,itemQuestion,443
pot-jam,4,3910,itemQuestion,sameCategory,22,itemQuestion,443
pot-jam,4,3910,itemQuestion,otherCategory,6,itemQuestion,443
pot-jam,4,3910,itemQuestion,mostSimilar,68,itemQuestion,443
umbrella-rain,5,3910,itemQuestion,itemQuestion,98,itemQuestion,444
umbrella-rain,5,3910,itemQuestion,competitor,64,itemQuestion,444
umbrella-rain,5,3910,itemQuestion,sameCategory,1,itemQuestion,444
umbrella-rain,5,3910,itemQuestion,otherCategory,1,itemQuestion,444
umbrella-rain,5,3910,itemQuestion,mostSimilar,2,itemQuestion,444
box-bbq,1,3912,itemQuestion,itemQuestion,63,itemQuestion,445
box-bbq,1,3912,itemQuestion,competitor,18,itemQuestion,445
box-bbq,1,3912,itemQuestion,sameCategory,41,itemQuestion,445
box-bbq,1,3912,itemQuestion,otherCategory,14,itemQuestion,445
box-bbq,1,3912,itemQuestion,mostSimilar,72,itemQuestion,445
handkerchief-sauce,2,3912,itemQuestion,itemQuestion,54,itemQuestion,446
handkerchief-sauce,2,3912,itemQuestion,competitor,74,itemQuestion,446
handkerchief-sauce,2,3912,itemQuestion,sameCategory,6,itemQuestion,446
handkerchief-sauce,2,3912,itemQuestion,otherCategory,2,itemQuestion,446
handkerchief-sauce,2,3912,itemQuestion,mostSimilar,26,itemQuestion,446
candy-dessert,3,3912,itemQuestion,itemQuestion,34,itemQuestion,447
candy-dessert,3,3912,itemQuestion,competitor,19,itemQuestion,447
candy-dessert,3,3912,itemQuestion,sameCategory,24,itemQuestion,447
candy-dessert,3,3912,itemQuestion,otherCategory,45,itemQuestion,447
candy-dessert,3,3912,itemQuestion,mostSimilar,36,itemQuestion,447
bottle-water,4,3912,itemQuestion,itemQuestion,12,itemQuestion,448
bottle-water,4,3912,itemQuestion,competitor,13,itemQuestion,448
bottle-water,4,3912,itemQuestion,sameCategory,78,itemQuestion,448
bottle-water,4,3912,itemQuestion,otherCategory,4,itemQuestion,448
bottle-water,4,3912,itemQuestion,mostSimilar,16,itemQuestion,448
bottle-plants,1,3913,itemQuestion,itemQuestion,93,itemQuestion,449
bottle-plants,1,3913,itemQuestion,competitor,82,itemQuestion,449
bottle-plants,1,3913,itemQuestion,sameCategory,72,itemQuestion,449
bottle-plants,1,3913,itemQuestion,otherCategory,6,itemQuestion,449
bottle-plants,1,3913,itemQuestion,mostSimilar,57,itemQuestion,449
sugar-coffee,2,3913,itemQuestion,itemQuestion,96,itemQuestion,450
sugar-coffee,2,3913,itemQuestion,competitor,79,itemQuestion,450
sugar-coffee,2,3913,itemQuestion,sameCategory,63,itemQuestion,450
sugar-coffee,2,3913,itemQuestion,otherCategory,5,itemQuestion,450
sugar-coffee,2,3913,itemQuestion,mostSimilar,73,itemQuestion,450
candy-halloween,3,3913,itemQuestion,itemQuestion,98,itemQuestion,451
candy-halloween,3,3913,itemQuestion,competitor,68,itemQuestion,451
candy-halloween,3,3913,itemQuestion,sameCategory,58,itemQuestion,451
candy-halloween,3,3913,itemQuestion,otherCategory,36,itemQuestion,451
candy-halloween,3,3913,itemQuestion,mostSimilar,61,itemQuestion,451
box-muffins,4,3913,itemQuestion,itemQuestion,97,itemQuestion,452
box-muffins,4,3913,itemQuestion,competitor,69,itemQuestion,452
box-muffins,4,3913,itemQuestion,sameCategory,29,itemQuestion,452
box-muffins,4,3913,itemQuestion,otherCategory,29,itemQuestion,452
box-muffins,4,3913,itemQuestion,mostSimilar,73,itemQuestion,452
pot-garden,1,3914,itemQuestion,itemQuestion,99,itemQuestion,453
pot-garden,1,3914,itemQuestion,competitor,1,itemQuestion,453
pot-garden,1,3914,itemQuestion,sameCategory,1,itemQuestion,453
pot-garden,1,3914,itemQuestion,otherCategory,1,itemQuestion,453
pot-garden,1,3914,itemQuestion,mostSimilar,0,itemQuestion,453
towel-hair,3,3914,itemQuestion,itemQuestion,99,itemQuestion,454
towel-hair,3,3914,itemQuestion,competitor,100,itemQuestion,454
towel-hair,3,3914,itemQuestion,sameCategory,96,itemQuestion,454
towel-hair,3,3914,itemQuestion,otherCategory,94,itemQuestion,454
towel-hair,3,3914,itemQuestion,mostSimilar,93,itemQuestion,454
handkerchief-injury,4,3914,itemQuestion,itemQuestion,99,itemQuestion,455
handkerchief-injury,4,3914,itemQuestion,competitor,88,itemQuestion,455
handkerchief-injury,4,3914,itemQuestion,sameCategory,95,itemQuestion,455
handkerchief-injury,4,3914,itemQuestion,otherCategory,61,itemQuestion,455
handkerchief-injury,4,3914,itemQuestion,mostSimilar,98,itemQuestion,455
bottle-plants,5,3914,itemQuestion,itemQuestion,99,itemQuestion,456
bottle-plants,5,3914,itemQuestion,competitor,99,itemQuestion,456
bottle-plants,5,3914,itemQuestion,sameCategory,87,itemQuestion,456
bottle-plants,5,3914,itemQuestion,otherCategory,0,itemQuestion,456
bottle-plants,5,3914,itemQuestion,mostSimilar,82,itemQuestion,456
handkerchief-sauce,1,3915,itemQuestion,itemQuestion,100,itemQuestion,457
handkerchief-sauce,1,3915,itemQuestion,competitor,94,itemQuestion,457
handkerchief-sauce,1,3915,itemQuestion,sameCategory,5,itemQuestion,457
handkerchief-sauce,1,3915,itemQuestion,otherCategory,0,itemQuestion,457
handkerchief-sauce,1,3915,itemQuestion,mostSimilar,100,itemQuestion,457
bottle-water,2,3915,itemQuestion,itemQuestion,100,itemQuestion,458
bottle-water,2,3915,itemQuestion,competitor,0,itemQuestion,458
bottle-water,2,3915,itemQuestion,sameCategory,0,itemQuestion,458
bottle-water,2,3915,itemQuestion,otherCategory,2,itemQuestion,458
bottle-water,2,3915,itemQuestion,mostSimilar,0,itemQuestion,458
candy-dessert,3,3915,itemQuestion,itemQuestion,100,itemQuestion,459
candy-dessert,3,3915,itemQuestion,competitor,100,itemQuestion,459
candy-dessert,3,3915,itemQuestion,sameCategory,100,itemQuestion,459
candy-dessert,3,3915,itemQuestion,otherCategory,0,itemQuestion,459
candy-dessert,3,3915,itemQuestion,mostSimilar,0,itemQuestion,459
box-bbq,4,3915,itemQuestion,itemQuestion,100,itemQuestion,460
box-bbq,4,3915,itemQuestion,competitor,100,itemQuestion,460
box-bbq,4,3915,itemQuestion,sameCategory,0,itemQuestion,460
box-bbq,4,3915,itemQuestion,otherCategory,100,itemQuestion,460
box-bbq,4,3915,itemQuestion,mostSimilar,100,itemQuestion,460
box-muffins,2,3916,itemQuestion,itemQuestion,99,itemQuestion,461
box-muffins,2,3916,itemQuestion,competitor,68,itemQuestion,461
box-muffins,2,3916,itemQuestion,sameCategory,24,itemQuestion,461
