itemName,predictions,category,response_option,prompt,settingName,context_nr,model,global_category
towel-hair,"No, I don't have a towel, but you can use the hair dryer or the dryer in the basement.",sameCategory,"hairdryer, dryer",one-shot QA,towel,context1,gpt-4-0613,"competitor_c1,competitor_c2"
towel-hair,"No, I don't have a towel, but you can use the hair dryer or the paper towels. If that is not enough, there is also a dryer in the basement.",sameCategory,"hairdryer, papertowels, dryer",one-shot QA,towel,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
towel-hair,"No, I don't have a towel, but you can use the hair dryer or there is a dryer in the basement you could use.",sameCategory,"hairdryer, dryer",one-shot QA,towel,context1,gpt-4-0613,"competitor_c1,competitor_c2"
towel-clothes,"No, I don't have a towel, but you can use the dryer in the basement.",competitor,dryer,one-shot QA,towel,context2,gpt-4-0613,competitor_c2
towel-clothes,"No, I don't have a towel, but you can use the dryer in the basement.",competitor,dryer,one-shot QA,towel,context2,gpt-4-0613,competitor_c2
towel-clothes,"No, I don't have a towel, but you can use the dryer in the basement or the hair dryer.",sameCategory,"hairdryer, dryer",one-shot QA,towel,context2,gpt-4-0613,"competitor_c1,competitor_c2"
towel-clothes,"No, I don't have a towel, but you can use the dryer in the basement.",competitor,dryer,one-shot QA,towel,context2,gpt-4-0613,competitor_c2
towel-clothes,"No, I don't have a towel, but you can use the dryer in the basement.",competitor,dryer,one-shot QA,towel,context2,gpt-4-0613,competitor_c2
candy-halloween,"No, we don't have any candy, but we do have a big chocolate bar we can give them.",mostSimilar,chocolate,one-shot QA,candy,context1,gpt-4-0613,mostSimilar
candy-halloween,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context1,gpt-4-0613,mostSimilar
candy-halloween,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context1,gpt-4-0613,mostSimilar
candy-halloween,"We don't have any candy per se, but we do have a big chocolate bar we could give out.",mostSimilar,chocolate,one-shot QA,candy,context1,gpt-4-0613,mostSimilar
candy-halloween,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context1,gpt-4-0613,mostSimilar
candy-dessert,"No, we don't have any candy, but we do have a big chocolate bar you can enjoy.",mostSimilar,chocolate,one-shot QA,candy,context2,gpt-4-0613,mostSimilar
candy-dessert,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context2,gpt-4-0613,mostSimilar
candy-dessert,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context2,gpt-4-0613,mostSimilar
candy-dessert,"No, we don't have any candy, but we do have a big chocolate bar and some ice cream.",sameCategory,chocolate,one-shot QA,candy,context2,gpt-4-0613,mostSimilar
candy-dessert,"No, we don't have any candy, but we do have a big chocolate bar.",mostSimilar,chocolate,one-shot QA,candy,context2,gpt-4-0613,mostSimilar
bottle-plants,"No, I don't have a bottle, but you can use the watering can.",competitor,wateringcan,one-shot QA,bottle,context1,gpt-4-0613,competitor_c1
bottle-plants,"No, I don't have a bottle, but you can use the watering can.",competitor,wateringcan,one-shot QA,bottle,context1,gpt-4-0613,competitor_c1
bottle-plants,"No, I don't have a bottle, but you can use the watering can.",competitor,wateringcan,one-shot QA,bottle,context1,gpt-4-0613,competitor_c1
bottle-plants,"No, I don't have a bottle, but you can use the to-go mug to water the plants.",sameCategory,mug,one-shot QA,bottle,context1,gpt-4-0613,competitor_c2
bottle-plants,"No, I don't have a bottle, but you can use the watering can.",competitor,wateringcan,one-shot QA,bottle,context1,gpt-4-0613,competitor_c1
bottle-water,"No, I don't have a bottle, but you can use the to-go mug for water.",competitor,mug,one-shot QA,bottle,context2,gpt-4-0613,competitor_c2
bottle-water,"No, I don't have a bottle, but you can use the to-go mug.",competitor,mug,one-shot QA,bottle,context2,gpt-4-0613,competitor_c2
bottle-water,"No, I don't have a bottle, but you can use the to-go mug.",competitor,mug,one-shot QA,bottle,context2,gpt-4-0613,competitor_c2
bottle-water,"No, I don't have a bottle, but you can use the to-go mug.",competitor,mug,one-shot QA,bottle,context2,gpt-4-0613,competitor_c2
bottle-water,"No, I don't have a bottle, but you can use the to-go mug.",competitor,mug,one-shot QA,bottle,context2,gpt-4-0613,competitor_c2
blanket-sleepover,"I'm sorry, I don't have a spare blanket. However, I do have a sleeping bag and a pillow you could use instead. Would that work?",sameCategory,"sleepingbag, pillow",one-shot Explanation,blanket,context1,gpt-4-0613,"competitor_c1,mostSimilar"
blanket-sleepover,"I'm sorry, I don't have a spare blanket. However, I do have a sleeping bag and an extra pillow you could use for your sleepover.",sameCategory,"sleepingbag, pillow",one-shot Explanation,blanket,context1,gpt-4-0613,"competitor_c1,mostSimilar"
blanket-sleepover,"I'm sorry, I don't have a spare blanket, but I do have a sleeping bag and a warm carpet, as well as an extra pillow. These should help keep your guests comfortable during the sleepover.",sameCategory,"sleepingbag, pillow, carpet",one-shot Explanation,blanket,context1,gpt-4-0613,"competitor_c1,mostSimilar,otherCategory"
blanket-sleepover,"I'm sorry, I don't have a spare blanket. However, I do have a sleeping bag and a pillow you could use for additional warmth and comfort.",sameCategory,"sleepingbag, pillow",one-shot Explanation,blanket,context1,gpt-4-0613,"competitor_c1,mostSimilar"
blanket-sleepover,"I'm afraid I don't have a spare blanket, but I do have a sleeping bag that could keep you warm. I also have an extra pillow if you need one.",sameCategory,"sleepingbag, pillow",one-shot Explanation,blanket,context1,gpt-4-0613,"competitor_c1,mostSimilar"
blanket-transportation,"I'm sorry, I don't have a spare blanket at the moment. However, I do have some bubble wrap that could be useful for protecting your mirror during the move.",competitor,bubblewrap,one-shot Explanation,blanket,context2,gpt-4-0613,competitor_c2
blanket-transportation,"I'm sorry, I don't have a blanket you could use, but I do have some bubble wrap you could use to protect your mirror during the move.",competitor,bubblewrap,one-shot Explanation,blanket,context2,gpt-4-0613,competitor_c2
blanket-transportation,"I'm sorry, I don't have a spare blanket, but I do have some bubble wrap that you could use to wrap and protect the mirror during the move.",competitor,bubblewrap,one-shot Explanation,blanket,context2,gpt-4-0613,competitor_c2
blanket-transportation,"I'm sorry, I don't have a blanket. However, I do have some bubble wrap which could help protect your mirror during the move.",competitor,bubblewrap,one-shot Explanation,blanket,context2,gpt-4-0613,competitor_c2
blanket-transportation,"I don't have a blanket available, but I do have some bubble wrap which would be perfect for protecting your mirror during transportation.",competitor,bubblewrap,one-shot Explanation,blanket,context2,gpt-4-0613,competitor_c2
box-muffins,"I'm sorry, I don't have a box. But I do have a carton or ziplock bags which could be useful for carrying the pastries home.",sameCategory,"carton, ziplock",one-shot Explanation,box,context1,gpt-4-0613,"competitor_c2,mostSimilar"
box-muffins,"I'm sorry, I don't have a box, but I do have a carton, ziplock bags or a tote bag if you'd like to use any of those.",sameCategory,"carton, ziplock, tote",one-shot Explanation,box,context1,gpt-4-0613,"competitor_c2,mostSimilar,otherCategory"
box-muffins,"I'm sorry I don't have a box, but you could use a ziplock bag or a carton to carry your pastries home.",sameCategory,"carton, ziplock",one-shot Explanation,box,context1,gpt-4-0613,"competitor_c2,mostSimilar"
box-muffins,"I'm afraid I don't have a box, but I do have a carton and ziplock bags which you could use to carry the pastries.",sameCategory,"carton, ziplock",one-shot Explanation,box,context1,gpt-4-0613,"competitor_c2,mostSimilar"
box-muffins,"I'm sorry, I don't have a box, but I do have a carton or a ziplock bag which you can use to carry the pastries home.",sameCategory,"carton, ziplock",one-shot Explanation,box,context1,gpt-4-0613,"competitor_c2,mostSimilar"
box-bbq,"I'm sorry, I don't have a box, but I do have a carton or ziplock bags that you could use to carry the leftovers home.",competitor,ziplock,one-shot Explanation,box,context2,gpt-4-0613,competitor_c2
box-bbq,"I'm sorry, I don't have a box, but I do have a ziplock bag and a carton which you could use to pack the leftover food.",sameCategory,"carton, ziplock",one-shot Explanation,box,context2,gpt-4-0613,"competitor_c2,mostSimilar"
box-bbq,"I'm sorry, I don't have a box, but I do have a ziplock bag, a carton, or a cake container you could use to take home some leftovers.",sameCategory,"cakecontainer, carton, ziplock",one-shot Explanation,box,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
box-bbq,"I'm afraid I don't have a box, but I do have a few other options you can use. I have ziplock bags and a carton that might help transport your leftovers. Or if you're thinking of taking some of the larger items, we can improvise with a tote bag or cake container.",fullList,"cakecontainer, carton, ziplock, tote",one-shot Explanation,box,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
box-bbq,"I'm sorry, I don't have a box, but I do have a ziplock bag, a carton, a cake container, and a tote bag. These could be useful for carrying the leftovers.",fullList,"cakecontainer, carton, ziplock, tote",one-shot Explanation,box,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar,otherCategory"
sugar-coffee,"I'm sorry, I don't have any sugar, but I do have sweetener tablets, honey, or agave syrup if you'd like to use one of those for your coffee.",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-coffee,"I'm sorry, I don't have any sugar. But I do have sweetener tablets, honey, and agave syrup if you'd like any of those for your coffee.",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-coffee,"I'm afraid I don't have sugar, but I have sweetener tablets, honey, and agave syrup. Which would you prefer for your coffee?",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-coffee,"No, I don't have sugar, but I do have sweetener tablets, honey, and agave syrup that you can use as a substitute if you'd like.",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-coffee,"I'm sorry, I have run out of sugar. But I have sweetener tablets, honey, and agave syrup. Would any of those work for you?",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context1,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-baking,"I'm sorry, I just ran out of sugar, but I do have agave syrup and honey which could work as a substitute. Would you like to borrow one of these?",sameCategory,"syrup, honey",one-shot Explanation,sugar,context2,gpt-4-0613,"competitor_c2,mostSimilar"
sugar-baking,"I'm sorry, I'm all out of regular sugar. But I do have some alternatives like agave syrup, honey, or sweetener tablets you can use as substitutes.",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-baking,"I'm afraid I've run out of sugar, but I do have agave syrup and honey which could serve as good substitutes. Would either of those work for you?",sameCategory,"syrup, honey",one-shot Explanation,sugar,context2,gpt-4-0613,"competitor_c2,mostSimilar"
sugar-baking,"I'm sorry, I don't have any sugar left. However, I do have agave syrup, honey, or sweetener tablets that could work as alternatives if you like.",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
sugar-baking,"I'm afraid I just ran out of sugar, but I have agave syrup, honey, and sweetener tablets. You're welcome to use any of these as a substitute!",sameCategory,"sweetener, syrup, honey",one-shot Explanation,sugar,context2,gpt-4-0613,"competitor_c1,competitor_c2,mostSimilar"
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some paper napkins and wet wipes that could help.",sameCategory,"napkins, wetwipes",one-shot Explanation,handkerchief,context1,gpt-4-0613,"competitor_c2,mostSimilar"
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some clean paper napkins and wet wipes that you could use instead.",sameCategory,"napkins, wetwipes",one-shot Explanation,handkerchief,context1,gpt-4-0613,"competitor_c2,mostSimilar"
handkerchief-injury,"I'm sorry, I do not have a handkerchief, but I do have some paper napkins and wet wipes that you could use instead.",sameCategory,"napkins, wetwipes",one-shot Explanation,handkerchief,context1,gpt-4-0613,"competitor_c2,mostSimilar"
handkerchief-injury,"I'm sorry, I don't have a handkerchief, but I do have some paper napkins and wet wipes that you could use to clean the wound. I also have some bandaids if you need to cover it.",sameCategory,"napkins, wetwipes",one-shot Explanation,handkerchief,context1,gpt-4-0613,"competitor_c2,mostSimilar"
handkerchief-injury,"I'm sorry, I don't have a handkerchief but I do have some paper napkins and wet wipes that could be used to clean up the wound. Would that be helpful?",sameCategory,"napkins, wetwipes",one-shot Explanation,handkerchief,context1,gpt-4-0613,"competitor_c2,mostSimilar"
handkerchief-sauce,"I'm sorry, I do not have a handkerchief. However, I have some wet wipes that could help clean the sauce from your sweater.",competitor,wetwipes,one-shot Explanation,handkerchief,context2,gpt-4-0613,competitor_c2
handkerchief-sauce,"I'm sorry, I don't have a handkerchief, but I do have some wet wipes that you could use to clean your sweater.",competitor,wetwipes,one-shot Explanation,handkerchief,context2,gpt-4-0613,competitor_c2
handkerchief-sauce,"I'm sorry, I don't have a handkerchief, but I do have some wet wipes that can help clean up the sauce.",competitor,wetwipes,one-shot Explanation,handkerchief,context2,gpt-4-0613,competitor_c2
